config_id,battery_type,num_motors,propeller_size,frame_size,radio_receiver,battery_capacity_mah,battery_weight_g,motor_thrust_per_g,total_thrust_g,total_weight_g,thrust_to_weight_ratio,payload_capacity_g,flight_time_min,power_consumption_w,max_speed_kmh,stability_score,crash_probability,drone_cost_usd
CFG-0462,LiPo 6S 8000mAh,3,"9""",330mm Medium,TBS Crossfire,8000,1050,800,2400,1534,1.565,866,46.45,228.32,78.47,50.44,0.5946,393.12
CFG-0463,LiPo 3S 2200mAh,6,"5""",220mm Mini,DJI FPV Receiver,2200,180,1000,6000,800,7.5,5200,11.82,138.52,88.68,71.53,0.3746,355.04
CFG-0464,LiPo 4S 5000mAh,3,"9""",220mm Mini,FrSky R-XSR,5000,520,800,2400,869,2.762,1531,41.82,109.07,88.4,61.83,0.509,235.2
CFG-0465,LiPo 3S 2200mAh,4,"9""",220mm Mini,DJI FPV Receiver,2200,180,900,3600,632,5.696,2968,21.7,75.1,74.85,76.17,0.354,278.88
CFG-0466,LiPo 6S 8000mAh,8,"9""",220mm Mini,DJI FPV Receiver,8000,1050,1100,8800,2014,4.369,6786,28.16,393.04,66.38,84.7,0.2871,674.24
CFG-0467,LiPo 6S 8000mAh,6,"12""",550mm Heavy,TBS Crossfire,8000,1050,1000,6000,2285,2.626,3715,22.71,412.45,46.96,84.05,0.3111,668.64
CFG-0468,LiPo 4S 5000mAh,6,"7""",550mm Heavy,FrSky R-XSR,5000,520,1000,6000,1654,3.628,4346,13.61,311.61,43.38,82.64,0.3148,490.56
CFG-0469,LiPo 4S 5000mAh,4,"12""",220mm Mini,ExpressLRS 900,5000,520,900,3600,1004,3.586,2596,33.19,131.11,69.24,76.29,0.3786,320.32
CFG-0470,LiPo 3S 2200mAh,3,"12""",330mm Medium,FrSky R-XSR,2200,180,800,2400,689,3.483,1711,19.29,77.15,58.32,63.3,0.4978,232.96
CFG-0471,LiPo 6S 8000mAh,3,"12""",450mm Standard,TBS Crossfire,8000,1050,800,2400,1714,1.4,686,41.87,252.28,56.41,49.13,0.7143,443.52
CFG-0472,LiPo 6S 8000mAh,6,"7""",450mm Standard,DJI FPV Receiver,8000,1050,1000,6000,1974,3.04,4026,27.0,392.16,71.78,85.48,0.3271,575.68
CFG-0473,LiPo 6S 4000mAh,4,"7""",450mm Standard,FrSky R-XSR,4000,680,900,3600,1378,2.612,2222,23.91,227.57,95.32,66.99,0.4025,362.88
CFG-0474,LiPo 4S 3000mAh,3,"12""",330mm Medium,DJI FPV Receiver,3000,320,800,2400,839,2.861,1561,23.64,99.67,70.02,66.68,0.4322,303.52
CFG-0475,LiPo 6S 4000mAh,6,"7""",550mm Heavy,DJI FPV Receiver,4000,680,1000,6000,1824,3.289,4176,12.6,353.87,67.67,85.24,0.271,564.48
CFG-0476,LiPo 6S 4000mAh,8,"12""",550mm Heavy,TBS Crossfire,4000,680,1100,8800,2219,3.966,6581,10.85,426.44,43.69,91.48,0.2571,763.84
CFG-0477,LiPo 4S 3000mAh,6,"7""",550mm Heavy,TBS Crossfire,3000,320,1000,6000,1459,4.112,4541,8.09,264.72,57.01,84.58,0.2603,497.28
CFG-0478,LiPo 4S 5000mAh,4,"9""",550mm Heavy,FrSky R-XSR,5000,520,900,3600,1462,2.462,2138,18.45,223.42,52.19,74.27,0.3716,400.96
CFG-0479,LiPo 6S 4000mAh,8,"9""",550mm Heavy,ExpressLRS 900,4000,680,1100,8800,2136,4.12,6664,11.62,424.27,51.46,98.86,0.1587,696.64
CFG-0480,LiPo 4S 5000mAh,4,"5""",220mm Mini,DJI FPV Receiver,5000,520,900,3600,932,3.863,2668,28.73,156.43,112.57,66.31,0.3734,309.12
CFG-0481,LiPo 4S 3000mAh,4,"12""",450mm Standard,TBS Crossfire,3000,320,900,3600,1087,3.312,2513,20.05,145.38,59.24,75.34,0.3235,379.68
CFG-0482,LiPo 4S 5000mAh,8,"12""",450mm Standard,ExpressLRS 900,5000,520,1100,8800,1836,4.793,6964,14.14,333.34,37.13,93.94,0.2681,665.28
CFG-0483,LiPo 4S 5000mAh,8,"7""",330mm Medium,FrSky R-XSR,5000,520,1100,8800,1556,5.656,7244,15.58,309.14,59.0,79.31,0.3291,545.44
CFG-0484,LiPo 6S 8000mAh,3,"5""",450mm Standard,DJI FPV Receiver,8000,1050,800,2400,1659,1.447,741,34.58,317.8,95.6,49.18,0.7529,421.12
CFG-0485,LiPo 6S 4000mAh,8,"9""",330mm Medium,FrSky R-XSR,4000,680,1100,8800,1764,4.989,7036,13.49,330.83,73.68,82.9,0.3272,598.08
CFG-0486,LiPo 4S 3000mAh,6,"9""",550mm Heavy,FrSky R-XSR,3000,320,1000,6000,1490,4.027,4510,10.15,247.32,51.96,85.52,0.2339,480.48
CFG-0487,LiPo 3S 2200mAh,3,"9""",330mm Medium,TBS Crossfire,2200,180,800,2400,664,3.614,1736,19.47,76.88,71.29,65.63,0.4699,253.12
CFG-0488,LiPo 3S 2200mAh,3,"7""",330mm Medium,FrSky R-XSR,2200,180,800,2400,641,3.744,1759,18.04,80.78,80.08,65.2,0.4541,206.08
CFG-0489,LiPo 6S 8000mAh,6,"7""",220mm Mini,ExpressLRS 900,8000,1050,1000,6000,1686,3.559,4314,32.28,319.47,95.59,80.9,0.3349,474.88
CFG-0490,LiPo 3S 2200mAh,4,"7""",450mm Standard,FrSky R-XSR,2200,180,900,3600,878,4.1,2722,9.93,126.66,61.39,77.31,0.4172,284.48
CFG-0491,LiPo 6S 4000mAh,3,"5""",330mm Medium,TBS Crossfire,4000,680,800,2400,1134,2.116,1266,27.29,193.8,129.02,55.46,0.5016,314.72
CFG-0492,LiPo 4S 5000mAh,6,"12""",450mm Standard,FrSky R-XSR,5000,520,1000,6000,1530,3.922,4470,16.3,244.86,44.06,84.38,0.3036,493.92
CFG-0493,LiPo 6S 4000mAh,8,"12""",220mm Mini,FrSky R-XSR,4000,680,1100,8800,1714,5.134,7086,15.42,304.84,64.58,80.03,0.3017,609.28
CFG-0494,LiPo 6S 8000mAh,4,"7""",550mm Heavy,TBS Crossfire,8000,1050,900,3600,1973,1.825,1627,28.01,362.87,62.57,68.89,0.4057,511.84
CFG-0495,LiPo 6S 4000mAh,8,"7""",550mm Heavy,FrSky R-XSR,4000,680,1100,8800,2086,4.219,6714,11.92,452.54,57.32,83.63,0.3143,655.2
CFG-0496,LiPo 4S 5000mAh,6,"5""",450mm Standard,FrSky R-XSR,5000,520,1000,6000,1410,4.255,4590,11.96,289.4,67.82,75.3,0.3331,426.72
CFG-0497,LiPo 4S 3000mAh,4,"7""",330mm Medium,FrSky R-XSR,3000,320,900,3600,868,4.147,2732,20.62,124.79,95.94,74.34,0.3751,273.28
CFG-0498,LiPo 6S 8000mAh,4,"7""",550mm Heavy,TBS Crossfire,8000,1050,900,3600,1973,1.825,1627,28.77,362.87,63.9,67.5,0.5507,511.84
CFG-0499,LiPo 4S 3000mAh,4,"9""",550mm Heavy,TBS Crossfire,3000,320,900,3600,1267,2.841,2333,11.44,185.48,52.57,73.81,0.4153,407.68
CFG-0500,LiPo 4S 5000mAh,6,"9""",330mm Medium,ExpressLRS 900,5000,520,1000,6000,1322,4.539,4678,22.48,211.7,62.84,83.74,0.2726,441.28
CFG-0501,LiPo 4S 5000mAh,3,"12""",330mm Medium,DJI FPV Receiver,5000,520,800,2400,1039,2.31,1361,35.76,131.6,57.98,57.22,0.5097,333.76
CFG-0502,LiPo 3S 2200mAh,4,"5""",450mm Standard,FrSky R-XSR,2200,180,900,3600,862,4.176,2738,10.07,141.33,76.27,74.31,0.3805,275.52
CFG-0503,LiPo 3S 2200mAh,8,"7""",220mm Mini,DJI FPV Receiver,2200,180,1100,8800,1096,8.029,7704,9.72,196.02,62.19,75.98,0.3578,507.36
CFG-0504,LiPo 3S 2200mAh,3,"7""",450mm Standard,DJI FPV Receiver,2200,180,800,2400,801,2.996,1599,12.71,107.92,66.97,65.62,0.4327,287.84
CFG-0505,LiPo 6S 8000mAh,6,"9""",220mm Mini,DJI FPV Receiver,8000,1050,1000,6000,1730,3.468,4270,34.02,300.32,75.76,75.94,0.3116,528.64
CFG-0506,LiPo 4S 5000mAh,4,"9""",220mm Mini,ExpressLRS 900,5000,520,900,3600,964,3.734,2636,33.88,130.02,79.96,75.07,0.4146,297.92
CFG-0507,LiPo 4S 3000mAh,8,"12""",220mm Mini,DJI FPV Receiver,3000,320,1100,8800,1364,6.452,7436,11.82,226.52,54.15,83.75,0.2612,601.44
CFG-0508,LiPo 6S 4000mAh,8,"5""",330mm Medium,ExpressLRS 900,4000,680,1100,8800,1686,5.219,7114,12.7,392.15,99.99,88.41,0.2413,567.84
CFG-0509,LiPo 6S 8000mAh,4,"12""",550mm Heavy,DJI FPV Receiver,8000,1050,900,3600,2042,1.763,1558,32.51,329.96,44.26,62.26,0.4922,558.88
CFG-0510,LiPo 4S 3000mAh,6,"5""",550mm Heavy,DJI FPV Receiver,3000,320,1000,6000,1440,4.167,4560,10.16,297.43,65.23,86.06,0.2766,495.04
CFG-0511,LiPo 6S 4000mAh,6,"5""",330mm Medium,FrSky R-XSR,4000,680,1000,6000,1420,4.225,4580,19.16,292.07,113.75,75.98,0.36,418.88
CFG-0512,LiPo 6S 4000mAh,4,"7""",550mm Heavy,DJI FPV Receiver,4000,680,900,3600,1608,2.239,1992,19.74,278.14,74.74,62.31,0.5178,461.44
CFG-0513,LiPo 4S 3000mAh,3,"9""",330mm Medium,TBS Crossfire,3000,320,800,2400,804,2.985,1596,27.81,98.58,82.28,66.01,0.4743,275.52
CFG-0514,LiPo 4S 5000mAh,6,"7""",330mm Medium,DJI FPV Receiver,5000,520,1000,6000,1294,4.637,4706,21.07,226.48,71.62,81.44,0.3422,454.72
CFG-0515,LiPo 4S 3000mAh,3,"12""",450mm Standard,TBS Crossfire,3000,320,800,2400,984,2.439,1416,20.47,122.62,57.71,64.38,0.4449,325.92
CFG-0516,LiPo 6S 4000mAh,6,"7""",330mm Medium,ExpressLRS 900,4000,680,1000,6000,1446,4.149,4554,21.7,261.66,102.39,84.27,0.3262,446.88
CFG-0517,LiPo 6S 8000mAh,8,"7""",450mm Standard,DJI FPV Receiver,8000,1050,1100,8800,2246,3.918,6554,24.56,498.17,61.23,83.78,0.386,714.56
CFG-0518,LiPo 6S 8000mAh,6,"9""",550mm Heavy,FrSky R-XSR,8000,1050,1000,6000,2220,2.703,3780,26.49,415.32,58.09,80.29,0.2644,598.08
CFG-0519,LiPo 4S 5000mAh,8,"12""",220mm Mini,ExpressLRS 900,5000,520,1100,8800,1556,5.656,7244,17.51,268.82,45.72,89.66,0.237,598.08
CFG-0520,LiPo 6S 4000mAh,6,"7""",450mm Standard,DJI FPV Receiver,4000,680,1000,6000,1604,3.741,4396,18.82,299.42,83.48,84.23,0.2473,514.08
CFG-0521,LiPo 4S 3000mAh,6,"5""",330mm Medium,DJI FPV Receiver,3000,320,1000,6000,1070,5.607,4930,12.64,202.16,90.17,74.53,0.3926,411.04
CFG-0522,LiPo 4S 3000mAh,8,"7""",220mm Mini,TBS Crossfire,3000,320,1100,8800,1231,7.149,7569,10.19,227.97,77.5,82.74,0.2984,518.56
CFG-0523,LiPo 3S 2200mAh,4,"12""",550mm Heavy,ExpressLRS 900,2200,180,900,3600,1164,3.093,2436,7.61,158.9,40.7,80.81,0.3342,385.28
CFG-0524,LiPo 4S 5000mAh,4,"9""",220mm Mini,TBS Crossfire,5000,520,900,3600,967,3.723,2633,35.9,130.54,78.44,70.6,0.4245,320.32
CFG-0525,LiPo 6S 8000mAh,4,"7""",330mm Medium,FrSky R-XSR,8000,1050,900,3600,1598,2.253,2002,36.12,275.89,93.06,63.51,0.5016,390.88
CFG-0526,LiPo 6S 4000mAh,3,"12""",330mm Medium,TBS Crossfire,4000,680,800,2400,1194,2.01,1206,31.4,157.68,83.58,59.12,0.5514,348.32
CFG-0527,LiPo 4S 5000mAh,6,"12""",220mm Mini,ExpressLRS 900,5000,520,1000,6000,1252,4.792,4748,22.33,188.67,55.07,83.21,0.3037,441.28
CFG-0528,LiPo 6S 4000mAh,8,"5""",220mm Mini,ExpressLRS 900,4000,680,1100,8800,1556,5.656,7244,12.13,353.31,114.37,81.22,0.3347,534.24
CFG-0529,LiPo 6S 4000mAh,6,"12""",550mm Heavy,ExpressLRS 900,4000,680,1000,6000,1912,3.138,4088,17.24,327.15,47.26,88.19,0.2722,584.64
CFG-0530,LiPo 6S 8000mAh,6,"12""",450mm Standard,FrSky R-XSR,8000,1050,1000,6000,2060,2.913,3940,28.27,360.45,50.09,75.82,0.4032,581.28
CFG-0531,LiPo 6S 8000mAh,3,"12""",450mm Standard,FrSky R-XSR,8000,1050,800,2400,1709,1.404,691,41.75,251.32,50.72,47.81,0.7442,406.56
CFG-0532,LiPo 4S 5000mAh,8,"7""",450mm Standard,FrSky R-XSR,5000,520,1100,8800,1706,5.158,7094,12.35,348.44,47.2,83.39,0.2248,579.04
CFG-0533,LiPo 6S 4000mAh,4,"12""",220mm Mini,DJI FPV Receiver,4000,680,900,3600,1172,3.072,2428,33.74,160.32,85.52,71.55,0.3627,379.68
CFG-0534,LiPo 6S 4000mAh,8,"5""",550mm Heavy,FrSky R-XSR,4000,680,1100,8800,2054,4.284,6746,10.03,506.9,75.18,85.29,0.3331,637.28
CFG-0535,LiPo 3S 2200mAh,4,"12""",550mm Heavy,ExpressLRS 900,2200,180,900,3600,1164,3.093,2436,10.79,158.9,36.01,83.76,0.2924,385.28
CFG-0536,LiPo 4S 3000mAh,4,"12""",450mm Standard,TBS Crossfire,3000,320,900,3600,1087,3.312,2513,16.74,145.38,50.89,82.17,0.3633,379.68
CFG-0537,LiPo 4S 5000mAh,8,"9""",450mm Standard,ExpressLRS 900,5000,520,1100,8800,1756,5.011,7044,14.49,328.88,41.11,98.26,0.1804,620.48
CFG-0538,LiPo 6S 4000mAh,4,"5""",330mm Medium,DJI FPV Receiver,4000,680,900,3600,1222,2.946,2378,26.33,222.47,126.16,73.16,0.3366,368.48
CFG-0539,LiPo 6S 8000mAh,8,"5""",550mm Heavy,TBS Crossfire,8000,1050,1100,8800,2429,3.623,6371,15.86,630.37,65.56,87.39,0.2996,735.84
CFG-0540,LiPo 6S 8000mAh,8,"12""",220mm Mini,FrSky R-XSR,8000,1050,1100,8800,2084,4.223,6716,28.26,393.02,60.19,84.57,0.2483,670.88
CFG-0541,LiPo 4S 5000mAh,8,"5""",450mm Standard,TBS Crossfire,5000,520,1100,8800,1679,5.241,7121,9.92,390.04,56.84,90.05,0.2596,598.08
CFG-0542,LiPo 4S 3000mAh,8,"9""",450mm Standard,FrSky R-XSR,3000,320,1100,8800,1554,5.663,7246,8.6,280.57,48.84,85.59,0.2016,575.68
CFG-0543,LiPo 4S 5000mAh,4,"12""",220mm Mini,ExpressLRS 900,5000,520,900,3600,1004,3.586,2596,30.77,131.11,63.41,75.12,0.3644,320.32
CFG-0544,LiPo 3S 2200mAh,6,"7""",330mm Medium,ExpressLRS 900,2200,180,1000,6000,946,6.342,5054,8.66,150.72,71.06,83.92,0.3078,368.48
CFG-0545,LiPo 3S 2200mAh,4,"9""",330mm Medium,FrSky R-XSR,2200,180,900,3600,752,4.787,2848,19.23,94.14,63.41,67.71,0.4954,264.32
CFG-0546,LiPo 6S 4000mAh,3,"5""",550mm Heavy,FrSky R-XSR,4000,680,800,2400,1499,1.601,901,18.82,278.55,91.19,53.76,0.6383,361.76
CFG-0547,LiPo 6S 4000mAh,3,"9""",330mm Medium,TBS Crossfire,4000,680,800,2400,1164,2.062,1236,33.73,159.48,100.95,61.04,0.4688,331.52
CFG-0548,LiPo 4S 3000mAh,8,"9""",450mm Standard,ExpressLRS 900,3000,320,1100,8800,1556,5.656,7244,7.84,281.04,50.15,95.54,0.2105,590.24
CFG-0549,LiPo 6S 4000mAh,3,"5""",450mm Standard,DJI FPV Receiver,4000,680,800,2400,1289,1.862,1111,22.78,228.92,105.87,46.07,0.6666,359.52
CFG-0550,LiPo 4S 5000mAh,4,"12""",550mm Heavy,TBS Crossfire,5000,520,900,3600,1507,2.389,2093,17.89,222.3,35.62,77.33,0.3149,460.32
CFG-0551,LiPo 4S 3000mAh,4,"9""",330mm Medium,FrSky R-XSR,3000,320,900,3600,892,4.036,2708,24.98,117.54,73.26,72.67,0.4507,286.72
CFG-0552,LiPo 4S 3000mAh,6,"7""",220mm Mini,TBS Crossfire,3000,320,1000,6000,959,6.257,5041,17.03,153.42,98.93,77.48,0.3382,379.68
CFG-0553,LiPo 4S 3000mAh,8,"9""",220mm Mini,DJI FPV Receiver,3000,320,1100,8800,1284,6.854,7516,12.37,218.92,63.77,79.4,0.3706,556.64
CFG-0554,LiPo 6S 8000mAh,4,"5""",550mm Heavy,ExpressLRS 900,8000,1050,900,3600,1954,1.842,1646,25.62,409.53,70.0,66.75,0.4611,480.48
CFG-0555,LiPo 4S 3000mAh,3,"12""",330mm Medium,TBS Crossfire,3000,320,800,2400,834,2.878,1566,27.6,98.9,71.84,68.08,0.4865,292.32
CFG-0556,LiPo 4S 5000mAh,8,"9""",330mm Medium,ExpressLRS 900,5000,520,1100,8800,1606,5.479,7194,13.15,292.84,53.07,93.41,0.299,586.88
CFG-0557,LiPo 6S 8000mAh,4,"12""",220mm Mini,ExpressLRS 900,8000,1050,900,3600,1534,2.347,2066,45.81,227.49,75.36,71.84,0.4506,407.68
CFG-0558,LiPo 4S 3000mAh,6,"9""",220mm Mini,ExpressLRS 900,3000,320,1000,6000,992,6.048,5008,17.7,145.74,77.13,82.67,0.2609,377.44
CFG-0559,LiPo 6S 4000mAh,6,"7""",220mm Mini,FrSky R-XSR,4000,680,1000,6000,1314,4.566,4686,19.5,231.04,110.93,74.91,0.3833,398.72
CFG-0560,LiPo 6S 4000mAh,6,"5""",450mm Standard,FrSky R-XSR,4000,680,1000,6000,1570,3.822,4430,17.59,332.79,104.87,77.2,0.3438,452.48
CFG-0561,LiPo 4S 3000mAh,3,"7""",550mm Heavy,FrSky R-XSR,3000,320,800,2400,1151,2.085,1249,14.79,172.89,65.0,54.74,0.5351,312.48
CFG-0562,LiPo 6S 4000mAh,3,"5""",550mm Heavy,TBS Crossfire,4000,680,800,2400,1504,1.596,896,20.22,279.75,94.08,56.52,0.6159,398.72
CFG-0563,LiPo 3S 2200mAh,4,"7""",220mm Mini,ExpressLRS 900,2200,180,900,3600,600,6.0,3000,17.79,77.21,92.61,72.16,0.4695,231.84
CFG-0564,LiPo 3S 2200mAh,8,"12""",550mm Heavy,DJI FPV Receiver,2200,180,1100,8800,1724,5.104,7076,3.25,307.15,24.62,92.24,0.2579,696.64
CFG-0565,LiPo 6S 8000mAh,3,"5""",220mm Mini,DJI FPV Receiver,8000,1050,800,2400,1379,1.74,1021,43.38,249.91,121.21,45.44,0.7487,353.92
CFG-0566,LiPo 4S 3000mAh,6,"9""",550mm Heavy,ExpressLRS 900,3000,320,1000,6000,1492,4.021,4508,13.77,247.75,43.27,93.82,0.2352,495.04
CFG-0567,LiPo 6S 8000mAh,4,"7""",330mm Medium,TBS Crossfire,8000,1050,900,3600,1603,2.246,1997,38.35,277.02,94.94,72.06,0.4293,427.84
CFG-0568,LiPo 4S 5000mAh,4,"12""",450mm Standard,DJI FPV Receiver,5000,520,900,3600,1292,2.786,2308,26.97,181.98,42.38,75.32,0.3914,421.12
CFG-0569,LiPo 6S 8000mAh,4,"5""",220mm Mini,TBS Crossfire,8000,1050,900,3600,1457,2.471,2143,38.57,279.63,120.27,71.11,0.3893,385.28
CFG-0570,LiPo 6S 4000mAh,4,"7""",550mm Heavy,DJI FPV Receiver,4000,680,900,3600,1608,2.239,1992,17.71,278.14,80.79,65.89,0.404,461.44
CFG-0571,LiPo 4S 5000mAh,6,"9""",550mm Heavy,TBS Crossfire,5000,520,1000,6000,1695,3.54,4305,14.92,292.44,43.53,90.08,0.2005,547.68
CFG-0572,LiPo 4S 5000mAh,3,"12""",330mm Medium,DJI FPV Receiver,5000,520,800,2400,1039,2.31,1361,35.54,131.6,57.54,52.13,0.5829,333.76
CFG-0573,LiPo 3S 2200mAh,3,"5""",220mm Mini,ExpressLRS 900,2200,180,800,2400,501,4.79,1899,21.96,67.01,111.05,62.99,0.4326,180.32
CFG-0574,LiPo 6S 4000mAh,3,"7""",220mm Mini,DJI FPV Receiver,4000,680,800,2400,1021,2.351,1379,36.53,147.94,141.05,46.49,0.6113,299.04
CFG-0575,LiPo 6S 8000mAh,6,"7""",330mm Medium,DJI FPV Receiver,8000,1050,1000,6000,1824,3.289,4176,30.42,353.87,78.04,75.83,0.4232,542.08
CFG-0576,LiPo 6S 8000mAh,6,"7""",220mm Mini,DJI FPV Receiver,8000,1050,1000,6000,1694,3.542,4306,33.09,321.44,87.19,76.18,0.326,508.48
CFG-0577,LiPo 4S 3000mAh,3,"9""",450mm Standard,ExpressLRS 900,3000,320,800,2400,951,2.524,1449,19.42,122.63,72.35,65.1,0.4107,286.72
CFG-0578,LiPo 3S 2200mAh,4,"12""",550mm Heavy,DJI FPV Receiver,2200,180,900,3600,1172,3.072,2428,7.92,160.32,31.6,84.02,0.3531,418.88
CFG-0579,LiPo 4S 3000mAh,4,"12""",220mm Mini,DJI FPV Receiver,3000,320,900,3600,812,4.433,2788,27.61,99.5,72.62,73.14,0.4284,323.68
CFG-0580,LiPo 4S 3000mAh,8,"12""",550mm Heavy,FrSky R-XSR,3000,320,1100,8800,1854,4.746,6946,9.9,337.59,36.5,87.33,0.3122,670.88
CFG-0581,LiPo 6S 4000mAh,6,"7""",450mm Standard,TBS Crossfire,4000,680,1000,6000,1599,3.752,4401,16.62,298.21,85.87,85.79,0.2482,502.88
CFG-0582,LiPo 3S 2200mAh,4,"5""",450mm Standard,ExpressLRS 900,2200,180,900,3600,864,4.167,2736,9.75,141.76,69.23,80.85,0.3165,290.08
CFG-0583,LiPo 3S 2200mAh,8,"9""",330mm Medium,TBS Crossfire,2200,180,1100,8800,1269,6.935,7531,4.77,215.6,44.79,87.2,0.2778,556.64
CFG-0584,LiPo 6S 8000mAh,4,"7""",450mm Standard,FrSky R-XSR,8000,1050,900,3600,1748,2.059,1852,35.51,310.02,81.46,64.06,0.4828,424.48
CFG-0585,LiPo 3S 2200mAh,3,"7""",220mm Mini,FrSky R-XSR,2200,180,800,2400,511,4.697,1889,27.24,60.16,97.29,56.06,0.5882,172.48
CFG-0586,LiPo 4S 5000mAh,4,"9""",330mm Medium,DJI FPV Receiver,5000,520,900,3600,1102,3.267,2498,27.45,154.72,70.06,68.47,0.4041,365.12
CFG-0587,LiPo 3S 2200mAh,8,"9""",220mm Mini,DJI FPV Receiver,2200,180,1100,8800,1144,7.692,7656,5.51,188.41,49.87,80.03,0.3039,534.24
CFG-0588,LiPo 4S 5000mAh,8,"7""",550mm Heavy,DJI FPV Receiver,5000,520,1100,8800,1936,4.545,6864,11.2,410.7,44.43,87.6,0.2528,677.6
CFG-0589,LiPo 4S 5000mAh,4,"7""",550mm Heavy,FrSky R-XSR,5000,520,900,3600,1438,2.503,2162,17.81,240.53,57.69,70.74,0.3944,387.52
CFG-0590,LiPo 4S 5000mAh,4,"9""",450mm Standard,TBS Crossfire,5000,520,900,3600,1247,2.887,2353,25.92,181.69,56.16,77.83,0.365,387.52
CFG-0591,LiPo 4S 5000mAh,8,"9""",550mm Heavy,DJI FPV Receiver,5000,520,1100,8800,1984,4.435,6816,12.74,385.44,35.81,88.06,0.2373,704.48
CFG-0592,LiPo 6S 4000mAh,6,"9""",450mm Standard,TBS Crossfire,4000,680,1000,6000,1635,3.67,4365,20.28,279.06,69.92,87.97,0.3061,523.04
CFG-0593,LiPo 3S 2200mAh,4,"9""",550mm Heavy,FrSky R-XSR,2200,180,900,3600,1122,3.209,2478,12.98,158.38,43.39,80.68,0.3216,348.32
CFG-0594,LiPo 4S 5000mAh,8,"9""",330mm Medium,ExpressLRS 900,5000,520,1100,8800,1606,5.479,7194,15.87,292.84,54.37,87.17,0.3299,586.88
CFG-0595,LiPo 3S 2200mAh,8,"12""",550mm Heavy,ExpressLRS 900,2200,180,1100,8800,1716,5.128,7084,2.47,305.3,28.95,93.11,0.2157,663.04
CFG-0596,LiPo 4S 5000mAh,6,"7""",550mm Heavy,ExpressLRS 900,5000,520,1000,6000,1656,3.623,4344,12.85,312.1,46.96,88.83,0.2721,505.12
CFG-0597,LiPo 6S 8000mAh,8,"12""",330mm Medium,DJI FPV Receiver,8000,1050,1100,8800,2224,3.957,6576,25.55,427.69,50.46,79.59,0.2841,752.64
CFG-0598,LiPo 3S 2200mAh,3,"7""",330mm Medium,TBS Crossfire,2200,180,800,2400,646,3.715,1754,17.19,81.6,82.15,64.84,0.4202,243.04
CFG-0599,LiPo 4S 5000mAh,4,"7""",220mm Mini,FrSky R-XSR,5000,520,900,3600,938,3.838,2662,33.66,138.02,99.26,63.59,0.3986,269.92
CFG-0600,LiPo 6S 8000mAh,4,"9""",220mm Mini,DJI FPV Receiver,8000,1050,900,3600,1502,2.397,2098,46.7,231.4,90.24,62.81,0.4493,418.88
CFG-0601,LiPo 4S 3000mAh,8,"5""",450mm Standard,TBS Crossfire,3000,320,1100,8800,1479,5.95,7321,6.79,330.75,70.67,84.33,0.3245,567.84
CFG-0602,LiPo 4S 5000mAh,3,"5""",550mm Heavy,FrSky R-XSR,5000,520,800,2400,1339,1.792,1061,16.35,240.53,64.69,52.61,0.6388,336.0
CFG-0603,LiPo 6S 8000mAh,4,"9""",330mm Medium,FrSky R-XSR,8000,1050,900,3600,1622,2.219,1978,42.15,255.72,77.25,62.31,0.4735,404.32
CFG-0604,LiPo 6S 4000mAh,3,"7""",450mm Standard,ExpressLRS 900,4000,680,800,2400,1293,1.856,1107,27.79,201.11,101.16,61.62,0.5037,332.64
CFG-0605,LiPo 6S 4000mAh,4,"7""",550mm Heavy,TBS Crossfire,4000,680,900,3600,1603,2.246,1997,19.07,277.02,74.72,69.99,0.4605,450.24
CFG-0606,LiPo 6S 8000mAh,6,"9""",220mm Mini,TBS Crossfire,8000,1050,1000,6000,1725,3.478,4275,36.08,299.19,80.12,80.82,0.3279,517.44
CFG-0607,LiPo 4S 3000mAh,4,"12""",450mm Standard,ExpressLRS 900,3000,320,900,3600,1084,3.321,2516,18.87,144.85,53.84,80.71,0.3603,357.28
CFG-0608,LiPo 3S 2200mAh,8,"7""",220mm Mini,DJI FPV Receiver,2200,180,1100,8800,1096,8.029,7704,6.85,196.02,65.56,81.92,0.3217,507.36
CFG-0609,LiPo 6S 4000mAh,4,"9""",550mm Heavy,ExpressLRS 900,4000,680,900,3600,1624,2.217,1976,18.79,256.13,65.54,73.98,0.3791,441.28
CFG-0610,LiPo 6S 4000mAh,6,"7""",330mm Medium,FrSky R-XSR,4000,680,1000,6000,1444,4.155,4556,17.29,261.19,96.74,78.05,0.3365,432.32
CFG-0611,LiPo 3S 2200mAh,4,"7""",450mm Standard,FrSky R-XSR,2200,180,900,3600,878,4.1,2722,10.09,126.66,66.83,73.47,0.3361,284.48
CFG-0612,LiPo 6S 8000mAh,3,"12""",550mm Heavy,ExpressLRS 900,8000,1050,800,2400,1931,1.243,469,38.53,294.57,48.07,55.16,0.6547,471.52
CFG-0613,LiPo 4S 3000mAh,4,"5""",550mm Heavy,TBS Crossfire,3000,320,900,3600,1227,2.934,2373,10.09,223.66,70.66,73.91,0.4046,385.28
CFG-0614,LiPo 6S 8000mAh,3,"5""",550mm Heavy,TBS Crossfire,8000,1050,800,2400,1874,1.281,526,27.1,372.35,81.87,47.68,0.7662,460.32
CFG-0615,LiPo 4S 3000mAh,4,"9""",330mm Medium,TBS Crossfire,3000,320,900,3600,897,4.013,2703,21.75,118.39,77.43,76.7,0.3773,323.68
